,Name,Special,Preferred Foot,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Stamina,Long Shots,Aggression,Interceptions,Positioning,Penalties,Standing Tackle,Sliding Tackle
16199,Harlem Hale,1427,1,55.0,49.0,42.0,57.0,57.0,60.0,56.0,44.0,53.0,58.0,75.0,74.0,68.0,49.0,45.0,31.0,23.0,51.0,57.0,23.0,20.0
16200,Harry Hamblin,1481,1,40.0,32.0,47.0,54.0,36.0,42.0,42.0,46.0,51.0,52.0,53.0,55.0,51.0,72.0,35.0,70.0,55.0,34.0,54.0,61.0,62.0
16201,Ignacio Huguenet,1602,1,47.0,67.0,63.0,58.0,50.0,64.0,55.0,52.0,56.0,65.0,58.0,61.0,62.0,50.0,47.0,50.0,31.0,64.0,60.0,42.0,51.0
16202,Jake Doyle-Hayes,1619,1,54.0,46.0,48.0,66.0,40.0,57.0,35.0,39.0,61.0,64.0,75.0,70.0,72.0,68.0,50.0,53.0,58.0,55.0,46.0,56.0,52.0
16203,Jake Ellis,1259,1,41.0,50.0,49.0,42.0,43.0,52.0,39.0,28.0,33.0,52.0,56.0,60.0,58.0,41.0,48.0,49.0,17.0,50.0,49.0,26.0,15.0
16204,Jan Hoekstra,877,1,11.0,8.0,13.0,25.0,5.0,10.0,11.0,13.0,28.0,11.0,25.0,22.0,37.0,24.0,9.0,27.0,12.0,7.0,18.0,14.0,14.0
16205,Joe van der Sar,1063,1,18.0,16.0,15.0,28.0,19.0,23.0,14.0,15.0,38.0,33.0,28.0,33.0,32.0,42.0,15.0,33.0,12.0,16.0,20.0,15.0,13.0
16206,Jonathan Sandoval,1806,1,65.0,53.0,69.0,64.0,41.0,64.0,44.0,49.0,58.0,62.0,70.0,72.0,70.0,80.0,49.0,76.0,70.0,57.0,46.0,70.0,71.0
16207,Joseph Champness,1500,0,55.0,60.0,39.0,57.0,61.0,64.0,54.0,38.0,35.0,65.0,85.0,85.0,67.0,52.0,55.0,36.0,19.0,61.0,58.0,25.0,24.0
16208,Josh Eppiah,1450,0,39.0,56.0,46.0,50.0,48.0,53.0,49.0,38.0,37.0,54.0,71.0,74.0,66.0,62.0,52.0,50.0,21.0,52.0,48.0,21.0,17.0
16209,Julián Lichtenauer,909,1,14.0,8.0,17.0,29.0,9.0,12.0,9.0,11.0,28.0,20.0,22.0,23.0,34.0,25.0,10.0,29.0,7.0,7.0,16.0,11.0,13.0
16210,Keenan Ferguson,1251,1,23.0,23.0,52.0,29.0,26.0,29.0,30.0,31.0,26.0,28.0,61.0,65.0,54.0,54.0,25.0,42.0,54.0,26.0,35.0,56.0,59.0
16211,Lautaro Guzmán,1541,0,56.0,57.0,46.0,64.0,54.0,70.0,57.0,39.0,48.0,64.0,67.0,67.0,67.0,50.0,60.0,49.0,11.0,58.0,64.0,48.0,26.0
16212,Leandro Finochietto,861,1,12.0,9.0,13.0,26.0,9.0,8.0,11.0,13.0,19.0,15.0,31.0,29.0,27.0,23.0,7.0,23.0,10.0,8.0,11.0,11.0,13.0
16213,Leonardo Heredia,1729,1,64.0,65.0,58.0,66.0,72.0,73.0,69.0,45.0,65.0,71.0,65.0,66.0,66.0,66.0,64.0,56.0,33.0,71.0,56.0,31.0,30.0
16214,Magnus Mattsson,1529,1,54.0,57.0,28.0,60.0,44.0,65.0,55.0,55.0,53.0,66.0,77.0,74.0,76.0,64.0,50.0,39.0,23.0,62.0,50.0,25.0,23.0
16215,Mauro González,1567,0,45.0,38.0,57.0,68.0,41.0,59.0,46.0,48.0,64.0,57.0,63.0,61.0,54.0,63.0,46.0,61.0,43.0,54.0,52.0,53.0,61.0
16217,Mounir Chouiar,1539,1,58.0,58.0,43.0,64.0,53.0,65.0,57.0,51.0,55.0,62.0,66.0,72.0,78.0,61.0,53.0,38.0,18.0,62.0,57.0,28.0,20.0
16218,Nazareno Bazan,1579,1,53.0,72.0,63.0,56.0,57.0,67.0,52.0,38.0,42.0,56.0,68.0,70.0,66.0,57.0,59.0,46.0,29.0,55.0,67.0,17.0,18.0
16219,Rahmat Akbari,1422,1,38.0,52.0,42.0,54.0,36.0,60.0,42.0,36.0,48.0,57.0,78.0,77.0,72.0,50.0,38.0,43.0,23.0,51.0,49.0,27.0,34.0
16220,Rigoberto Rivas,1567,1,61.0,57.0,49.0,64.0,63.0,70.0,59.0,44.0,56.0,66.0,79.0,80.0,66.0,50.0,49.0,33.0,24.0,57.0,66.0,29.0,37.0
16221,Rob Atkinson,1211,0,26.0,21.0,60.0,53.0,28.0,39.0,29.0,19.0,42.0,49.0,48.0,48.0,35.0,34.0,25.0,49.0,55.0,28.0,30.0,62.0,57.0
16222,Roberto Ordoñez,1529,1,40.0,73.0,80.0,55.0,73.0,61.0,64.0,32.0,30.0,65.0,51.0,54.0,54.0,65.0,58.0,26.0,15.0,65.0,81.0,15.0,20.0
16223,Rohan Ferguson,851,1,14.0,9.0,14.0,15.0,5.0,5.0,12.0,11.0,26.0,15.0,28.0,20.0,23.0,27.0,6.0,19.0,13.0,5.0,18.0,13.0,13.0
16224,Saad Bguir,1743,0,66.0,67.0,48.0,69.0,56.0,74.0,66.0,68.0,65.0,72.0,71.0,69.0,76.0,71.0,65.0,48.0,30.0,69.0,64.0,34.0,37.0
16225,Sami Kassar,1547,0,55.0,38.0,42.0,55.0,29.0,58.0,31.0,48.0,48.0,53.0,77.0,75.0,66.0,70.0,34.0,54.0,54.0,57.0,37.0,58.0,56.0
16226,Shu Mogi,928,1,13.0,9.0,14.0,34.0,7.0,9.0,13.0,10.0,25.0,13.0,31.0,30.0,36.0,23.0,7.0,21.0,8.0,4.0,19.0,11.0,11.0
16227,Souleymane Diarra,1842,1,58.0,55.0,48.0,72.0,40.0,72.0,56.0,39.0,69.0,71.0,65.0,66.0,75.0,63.02548676438416,59.0,74.0,67.0,62.0,44.0,66.0,65.0
16228,Stiven Rentería,1411,1,36.0,61.0,45.0,47.0,50.0,64.0,49.0,35.0,32.0,57.0,76.0,73.0,64.0,61.0,46.0,32.0,17.0,58.0,58.0,15.0,14.0
16229,Takuya Yasui,1522,1,38.0,39.0,42.0,65.0,29.0,54.0,37.0,35.0,60.0,64.0,57.0,59.0,72.0,73.0,26.0,57.0,55.0,24.0,39.0,63.0,61.0
16230,Tommaso Fantacci,1376,0,48.0,48.0,36.0,52.0,43.0,64.0,44.0,44.0,52.0,57.0,55.0,60.0,58.0,44.0,33.0,39.0,21.0,41.0,46.0,30.0,37.0
16231,Vasil Kušej,1501,0,45.0,61.0,42.0,54.0,50.0,60.0,51.0,55.0,35.0,62.0,77.0,70.0,87.0,59.0,49.0,29.0,21.0,64.0,61.0,18.0,16.0
16232,Wei Chen,899,1,14.0,5.0,13.0,18.0,9.0,12.0,13.0,10.0,29.0,12.0,26.0,34.0,32.0,28.0,7.0,20.0,11.0,6.0,10.0,13.0,12.0
16233,Yannis Clementia,1067,1,14.0,9.0,12.0,29.0,6.0,11.0,21.0,11.0,31.0,23.0,39.0,37.0,44.0,29.0,7.0,25.0,10.0,8.0,12.0,15.0,18.0
16234,Zihao Yan,1286,0,40.0,22.0,38.0,25.0,22.0,50.0,30.0,25.0,20.0,38.0,60.0,62.0,70.0,80.0,25.0,50.0,50.0,45.0,30.0,55.0,55.0
16235,Ablie Jallow,1528,0,54.0,44.0,40.0,62.0,45.0,65.0,57.0,61.0,58.0,63.0,78.0,65.16445318904738,64.31444171444171,56.0,41.0,49.0,18.0,56.0,50.0,19.0,20.0
16236,Alejandro Zamudio,1661,1,48.0,56.0,48.0,70.0,48.0,64.0,51.0,49.0,64.0,66.0,69.0,65.0,66.0,65.0,41.0,49.0,49.0,55.0,54.0,54.0,53.0
16237,Alexander Kaltner,1377,1,47.0,56.0,38.0,52.0,49.0,58.0,45.0,38.0,35.0,59.0,64.0,66.0,67.0,40.0,39.0,29.0,25.0,49.0,49.0,15.0,22.0
16238,Amer Didic,1275,1,22.0,20.0,53.0,45.0,26.0,30.0,27.0,29.0,45.0,40.0,52.0,50.0,46.0,64.0,22.0,50.0,56.0,32.0,31.0,63.0,54.0
16239,Bahadır Öztürk,1422,1,28.0,26.0,67.0,51.0,29.0,38.0,33.0,34.0,47.0,50.0,57.0,67.0,45.0,65.0,21.0,60.0,65.0,23.0,44.0,67.0,63.0
16240,Billy Sass-Davies,1213,1,28.0,24.0,48.0,37.0,21.0,35.0,25.0,26.0,35.0,30.0,61.0,55.0,64.0,54.0,16.0,49.0,51.0,27.0,35.0,52.0,50.0
16241,Bjarke Jacobsen,1695,1,49.0,55.0,65.0,66.0,49.0,60.0,41.0,40.0,64.0,63.0,57.0,55.0,56.0,80.0,50.0,70.0,63.0,56.0,42.0,63.0,57.0
16242,Bryan Figueroa,1569,1,62.0,44.0,39.0,62.0,39.0,58.0,48.0,51.0,54.0,60.0,73.0,69.0,73.0,75.0,57.0,40.0,22.0,62.0,49.0,59.0,58.0
16243,Cameron Coxe,1359,1,48.0,20.0,45.0,47.0,27.0,55.0,30.0,31.0,46.0,54.0,68.0,63.0,56.0,57.0,25.0,50.0,54.0,45.0,27.0,56.0,55.0
16244,Chahreddine Boukholda,1617,0,62.0,54.0,47.0,71.0,56.0,67.0,69.0,51.0,70.0,67.0,65.14803493449782,48.0,67.0,63.02548676438416,56.0,37.0,38.0,58.0,60.0,41.0,36.0
16245,Christoph Ehlich,1540,1,56.0,45.0,44.0,57.0,40.0,57.0,44.0,32.0,44.0,59.0,74.0,71.0,78.0,66.0,37.0,41.0,42.0,48.0,47.0,46.0,46.0
16246,Curtis Tilt,1383,0,28.0,24.0,63.0,49.0,25.0,43.0,20.0,28.0,34.0,38.0,63.0,64.0,50.0,63.0,15.0,68.0,59.0,27.0,27.0,67.0,65.0
16247,Cyril Mandouki,1790,1,59.0,52.0,70.0,69.0,45.0,64.0,56.0,38.0,66.0,68.0,55.0,60.0,63.0,73.0,54.0,68.0,74.0,61.0,45.0,66.0,64.0
16248,Damian Rasak,1743,1,47.0,48.0,57.0,66.0,37.0,59.0,43.0,39.0,61.0,63.0,72.0,69.0,74.0,83.0,49.0,71.0,63.0,56.0,42.0,65.0,62.0
16249,Diego Barreto,1676,1,62.0,59.0,49.0,70.0,39.0,63.0,55.0,44.0,66.0,63.0,72.0,71.0,68.0,63.0,54.0,49.0,29.0,45.0,69.0,36.0,49.0
16250,Dominik Reiter,1573,1,60.0,62.0,56.0,61.0,56.0,64.0,51.0,49.0,55.0,62.0,74.0,72.0,72.0,67.0,57.0,29.0,14.0,62.0,54.0,16.0,14.0
16251,Elías Alderete,1444,1,39.0,61.0,57.0,59.0,49.0,60.0,44.0,42.0,41.0,59.0,69.0,67.0,56.0,57.0,60.0,30.0,18.0,57.0,55.0,16.0,15.0
16252,Enoch Banza,1391,1,44.0,57.0,36.0,52.0,47.0,57.0,46.0,38.0,39.0,55.0,67.0,63.0,58.0,61.0,53.0,32.0,21.0,50.0,56.0,14.0,17.0
16253,Franco Boló,1664,0,65.0,52.0,47.0,66.0,51.0,66.0,61.0,63.0,61.0,65.0,73.0,71.0,75.0,56.0,53.0,43.0,21.0,57.0,62.0,32.0,36.0
16254,Hailong Li,1433,1,42.0,26.0,40.0,53.0,22.0,52.0,42.0,30.0,55.0,56.0,67.0,66.0,70.0,67.0,33.0,57.0,54.0,42.0,34.0,56.0,55.0
16255,Isaac Boye,1363,1,32.0,60.0,55.0,38.0,48.0,62.0,35.0,31.0,24.0,49.0,63.0,72.0,56.0,64.0,51.0,58.0,18.0,58.0,46.0,17.0,17.0
16256,Ivan Lapshov,1591,1,45.0,29.0,61.0,62.0,40.0,54.0,35.0,30.0,56.0,59.0,65.0,69.0,70.0,68.0,31.0,62.0,69.0,40.0,50.0,66.0,63.0
16257,Ivan Petryak,1654,1,66.0,62.0,41.0,71.0,52.0,66.0,66.0,36.0,68.0,68.0,81.0,77.0,77.0,70.0,36.0,42.0,37.0,68.0,53.0,34.0,36.0
16258,Jan Löhmannsröben,1634,1,62.0,40.0,61.0,58.0,26.0,54.0,39.0,35.0,65.0,55.0,53.0,52.0,53.0,72.0,45.0,83.0,57.0,44.0,42.0,63.0,63.0
16259,Jeffrey de Lange,894,1,13.0,6.0,12.0,28.0,5.0,9.0,10.0,14.0,27.0,15.0,25.0,24.0,30.0,23.0,5.0,17.0,7.0,8.0,18.0,14.0,13.0
16260,Jesper Granlund,832,1,11.0,9.0,12.0,15.0,9.0,11.0,10.0,13.0,19.0,10.0,15.0,30.0,34.0,24.0,8.0,16.0,13.0,6.0,16.0,12.0,10.0
16261,Joel García,863,1,14.0,7.0,12.0,28.0,6.0,13.0,13.0,12.0,16.0,16.0,26.0,18.0,35.0,30.0,9.0,19.0,9.0,8.0,14.0,12.0,11.0
16262,Johannes Tartarotti,1783,1,64.0,57.0,47.0,67.0,49.0,65.0,62.0,58.0,62.0,67.0,67.0,63.0,70.0,69.0,58.0,62.0,65.0,57.0,46.0,63.0,58.0
16263,Jordan Tell,1576,1,59.0,65.0,73.0,63.0,63.0,60.0,51.0,41.0,48.0,64.0,66.0,61.0,64.0,59.0,64.0,56.0,28.0,64.0,66.0,25.0,24.0
16264,Jorge Valadéz,1467,1,37.0,34.0,67.0,63.0,29.0,55.0,35.0,27.0,50.0,62.0,43.0,48.0,43.0,55.0,38.0,62.0,66.0,37.0,48.0,69.0,68.0
16265,José Cleylton Morais dos Santos,1336,1,33.0,25.0,65.0,60.0,35.0,36.0,26.0,28.0,40.0,47.0,40.0,34.0,35.0,50.0,28.0,72.0,66.0,23.0,44.0,73.0,69.0
16266,Larry Angulo,1773,1,43.0,58.0,50.0,65.0,45.0,65.0,48.0,47.0,68.0,68.0,69.0,66.0,64.0,83.0,70.0,65.0,64.0,62.0,35.0,61.0,47.0
16267,Lucas Marques de Oliveira,1711,1,47.0,40.0,58.0,69.0,32.0,59.0,47.0,39.0,69.0,59.0,69.0,61.0,64.0,70.0,61.0,65.0,59.0,49.0,48.0,67.0,64.0
16268,Lukas Watkowiak,882,1,13.0,7.0,13.0,19.0,5.0,10.0,11.0,12.0,25.0,18.0,20.0,23.0,18.0,26.0,8.0,32.0,6.0,6.0,15.0,13.0,13.0
16269,Mario Prezioso,1600,1,46.0,38.0,55.0,70.0,49.0,62.0,42.0,44.0,70.0,55.0,59.0,64.0,59.0,64.0,43.0,66.0,43.0,61.0,55.0,53.0,61.0
16270,Matvey Safonov,843,1,13.0,7.0,14.0,24.0,7.0,10.0,11.0,12.0,26.0,18.0,19.0,22.0,33.0,26.0,8.0,27.0,13.0,7.0,11.0,13.0,14.0
16271,Maxim Karpov,1336,1,29.0,25.0,58.0,43.0,30.0,30.0,29.0,28.0,41.0,36.0,49.0,64.0,60.0,63.0,26.0,52.0,59.0,30.0,33.0,68.0,65.0
16272,Maxime Biamou,1591,1,34.0,65.0,67.0,48.0,70.0,60.0,43.0,35.0,39.0,58.0,77.0,77.0,63.0,57.0,62.0,68.0,20.0,62.0,58.0,25.0,23.0
16273,Maximiliano Perg,1414,1,33.0,28.0,65.0,52.0,32.0,32.0,26.0,27.0,38.0,52.0,54.0,44.0,39.0,68.0,23.0,78.0,64.0,27.0,47.0,70.0,65.0
16274,Merveille Biankadi,1775,1,59.0,60.0,55.0,61.0,43.0,72.0,58.0,38.0,63.0,66.0,74.0,83.0,76.0,86.0,56.0,62.0,48.0,59.0,41.0,62.0,55.0
16275,Michal Sipľak,1596,0,65.0,34.0,55.0,64.0,31.0,63.0,26.0,28.0,54.0,60.21471053636711,65.14803493449782,71.0,68.0,63.02548676438416,26.0,56.73831725035238,46.793920939590016,44.0,32.0,47.97143012329585,45.84790419161676
16276,Nahuel Menéndez,1512,1,59.0,33.0,52.0,47.0,29.0,64.0,36.0,41.0,30.0,63.0,69.0,61.0,58.0,64.0,28.0,61.0,65.0,50.0,46.0,68.0,67.0
16277,Nelson Mandela Mbouhom,1502,0,36.0,61.0,47.0,60.0,58.0,73.0,57.0,45.0,50.0,61.0,67.0,69.0,77.0,54.0,51.0,38.0,20.0,53.0,54.0,15.0,39.0
16278,Nemanja Mihajlović,1664,1,71.0,60.0,42.0,63.0,60.0,65.0,70.0,47.0,58.0,66.0,77.0,77.0,75.0,66.0,63.0,62.0,20.0,58.0,62.0,32.0,27.0
16279,Opa Sangante,1686,1,48.0,38.0,60.0,67.0,34.0,62.0,42.0,39.0,65.0,65.0,68.0,49.0,51.0,81.0,52.0,70.0,63.0,54.0,47.0,67.0,58.0
16280,Panagiotis Tsintotas,1097,1,13.0,10.0,14.0,20.0,10.0,11.0,13.0,15.0,27.0,16.0,35.0,25.0,42.0,32.0,10.0,36.0,10.0,10.0,12.0,11.0,12.0
16281,Paulo Vitor Fernandes Pereira,1630,1,43.0,63.0,60.0,54.0,48.0,68.0,46.0,42.0,32.0,64.0,84.0,80.0,83.0,64.0,59.0,40.0,41.0,58.0,73.0,36.0,31.0
16282,Pedro Arce,1696,1,63.0,55.0,61.0,72.0,63.0,68.0,67.0,60.0,73.0,61.0,64.0,65.0,72.0,33.0,66.0,46.0,32.0,48.0,56.0,59.0,34.0
16283,Ramiro González,1489,1,32.0,34.0,71.0,61.0,24.0,42.0,22.0,32.0,51.0,62.0,39.0,41.0,57.0,69.0,36.0,75.0,58.0,32.0,40.0,71.0,62.0
16284,Rayane Aabid,1708,0,55.0,57.0,48.0,60.0,52.0,68.0,56.0,47.0,55.0,67.0,76.0,75.0,78.0,59.0,48.0,46.0,64.0,61.0,53.0,57.0,51.0
16285,Recep Gül,1487,0,59.0,59.0,37.0,56.0,53.0,68.0,54.0,45.0,43.0,65.0,79.0,79.0,72.0,31.0,58.0,28.0,23.0,48.0,58.0,30.0,30.0
16286,Redouane Kerrouche,1724,0,51.0,41.0,55.0,66.0,42.0,66.0,57.0,38.0,64.0,63.0,63.0,67.0,67.0,67.0,60.0,57.0,65.0,57.0,39.0,66.0,64.0
16287,Romal Palmer,1531,1,40.0,50.0,40.0,63.0,45.0,62.0,50.0,35.0,61.0,65.0,67.0,59.0,62.0,59.0,43.0,41.0,43.0,50.0,46.0,48.0,43.0
16288,Ronaldo Lucena,1723,1,49.0,60.0,37.0,65.0,49.0,65.0,59.0,66.0,61.0,64.0,67.0,69.0,70.0,71.0,48.0,55.0,58.0,63.0,55.0,54.0,54.0
16289,Rubén López Huesca,1509,1,36.0,64.0,68.0,55.0,61.0,59.0,52.0,33.0,45.0,62.0,57.0,55.0,52.0,66.0,58.0,55.0,31.0,59.0,51.0,25.0,21.0
16290,Sam Warde,1582,1,54.0,46.0,52.0,58.0,32.0,52.0,59.0,60.0,53.0,55.0,65.0,68.0,57.0,65.0,55.0,55.0,56.0,49.0,50.0,54.0,51.0
16291,Sascha Härtel,1565,0,61.0,37.0,38.0,58.0,30.0,60.0,46.0,25.0,44.0,55.0,82.0,75.0,81.0,58.0,36.0,62.0,58.0,49.0,37.0,58.0,54.0
16292,Sidy Keba Coly,1375,1,35.0,57.0,60.0,42.0,40.0,59.0,42.0,33.0,33.0,49.0,68.0,70.0,62.0,57.0,48.0,32.0,16.0,58.0,63.0,18.0,18.0
16293,Tobias Kraulich,1475,0,42.0,33.0,59.0,60.0,33.0,49.0,40.0,42.0,55.0,48.0,52.0,54.0,55.0,61.0,45.0,61.0,53.0,38.0,39.0,62.0,56.0
16294,Williams Riveros,1476,1,31.0,29.0,65.0,68.0,35.0,26.0,33.0,30.0,33.0,68.0,62.0,56.0,53.0,64.0,28.0,64.0,70.0,32.0,45.0,66.0,64.0
16295,Abdul Manaf Nurudeen,883,1,11.0,7.0,12.0,23.0,7.0,10.0,12.0,11.0,19.0,16.0,18.0,29.0,26.0,22.0,6.0,26.0,13.0,4.0,19.0,13.0,12.0
16296,Abdulaziz Majrashi,1505,1,39.0,25.0,46.0,57.0,34.0,48.0,39.0,35.0,53.0,57.0,64.0,51.0,70.0,68.0,33.0,59.0,53.0,53.0,42.0,58.0,61.0
16297,Adam Livingstone,1494,0,63.0,38.0,44.0,56.0,45.0,55.0,63.0,64.0,49.0,53.0,69.0,74.0,69.0,39.0,33.0,50.0,37.0,42.0,44.0,54.0,52.0
16298,Adrian Łyszczarz,1499,1,48.0,54.0,35.0,60.0,48.0,61.0,51.0,39.0,53.0,64.0,71.0,68.0,60.0,53.0,47.0,43.0,24.0,52.0,47.0,28.0,40.0
16299,Agustín Verdugo,1708,1,53.0,54.0,54.0,66.0,39.0,62.0,56.0,40.0,64.0,63.0,70.0,68.0,65.0,54.0,45.0,64.0,58.0,60.0,48.0,64.0,66.0
16300,Ahmed Belhadji,1480,0,56.0,68.0,48.0,54.0,55.0,71.0,52.0,42.0,49.0,65.0,67.0,64.0,62.0,31.0,44.0,35.0,27.0,49.0,64.0,37.0,37.0
16301,Ahmed Ildız,1670,1,49.0,41.0,60.0,66.0,43.0,64.0,47.0,40.0,60.0,60.0,54.0,68.0,61.0,64.0,51.0,60.0,58.0,60.0,52.0,64.0,61.0
16302,Alec Byrne,1464,1,39.0,28.0,47.0,56.0,41.0,50.0,44.0,36.0,54.0,55.0,60.0,53.0,66.0,66.0,33.0,52.0,46.0,52.0,43.0,55.0,51.0
16303,Antonio Di Nardo,1458,1,39.0,66.0,65.0,56.0,52.0,58.0,46.0,39.0,52.0,57.0,61.0,66.0,61.0,55.0,51.0,32.0,19.0,60.0,58.0,21.0,17.0
16304,Archie Davies,1474,1,42.0,39.0,47.0,57.0,42.0,53.0,37.0,42.0,56.0,51.0,67.0,69.0,65.0,64.0,37.0,56.0,42.0,47.0,43.0,49.0,45.0
16305,Benjamin Girth,1527,1,34.0,71.0,68.0,57.0,66.0,61.0,42.0,26.0,34.0,64.0,72.0,50.0,68.0,71.0,56.0,27.0,19.0,70.0,64.0,19.0,17.0
16306,Benny Igiehon,1419,0,30.0,52.0,55.0,50.0,52.0,50.0,49.0,39.0,39.0,49.0,67.0,67.0,52.0,61.0,47.0,60.0,26.0,52.0,50.0,25.0,21.0
16307,Björn Rother,1657,1,36.0,52.0,60.0,62.0,36.0,56.0,39.0,31.0,62.0,62.0,63.0,66.0,65.0,77.0,39.0,62.0,61.0,51.0,37.0,63.0,57.0
16308,Bruce Bvuma,1068,1,12.0,10.0,15.0,24.0,12.0,18.0,18.0,18.0,23.0,23.0,31.0,35.0,41.0,30.0,10.0,23.0,17.0,9.0,20.0,16.0,15.0
16309,Carlos Martínez,1344,1,51.26250815749402,20.0,46.0,41.0,22.0,45.0,20.0,28.0,34.0,49.0,65.0,65.16445318904738,74.0,63.02548676438416,30.0,57.0,46.793920939590016,38.0,31.0,58.0,55.0
16310,Cauly Oliveira Souza,1773,1,63.0,61.0,46.0,62.0,57.0,75.0,61.0,55.0,49.0,71.0,84.0,74.0,84.0,65.0,59.0,56.0,30.0,67.0,53.0,48.0,37.0
16311,Conrado Buchanelli Holz,1665,0,59.0,59.0,54.0,62.0,34.0,64.0,59.0,34.0,53.0,65.0,83.0,77.0,69.0,64.0,48.0,54.0,49.0,62.0,52.0,64.0,64.0
16312,Curtis Lyle,876,1,10.0,7.0,13.0,20.0,9.0,14.0,10.0,14.0,26.0,20.0,32.0,20.0,44.0,25.0,6.0,25.0,6.0,6.0,11.0,10.0,13.0
16313,Daniel Hägele,1844,1,55.0,55.0,62.0,70.0,47.0,61.0,58.0,58.0,68.0,66.0,68.0,64.0,67.0,80.0,61.0,70.0,67.0,55.0,66.0,67.0,60.0
16314,Dennis Geiger,1204,1,29.0,16.0,58.0,28.0,24.0,23.0,23.0,25.0,32.0,30.0,58.0,53.0,60.0,38.0,22.0,49.0,49.0,29.0,35.0,62.0,61.0
16315,Didier Desprez,921,1,14.0,9.0,10.0,25.0,9.0,14.0,12.0,10.0,27.0,17.0,20.0,31.0,28.0,19.0,8.0,26.0,11.0,6.0,16.0,14.0,11.0
16316,Dominik Bock,1653,1,62.0,59.0,43.0,64.0,47.0,64.0,56.0,60.0,56.0,60.0,69.0,74.0,70.0,71.0,55.0,38.0,43.0,64.0,50.0,40.0,41.0
16317,Dominik Ernst,1650,1,62.0,36.0,53.0,56.0,31.0,47.0,49.0,48.0,42.0,57.0,72.0,74.0,73.0,88.0,43.0,86.0,60.0,45.0,52.0,59.0,62.0
16318,Dominik Jończy,1250,1,26.0,26.0,59.0,35.0,29.0,27.0,26.0,28.0,29.0,30.0,51.0,61.0,34.0,61.0,18.0,58.0,58.0,22.0,34.0,57.0,58.0
16319,Dominik Schmid,1655,0,49.0,35.0,41.0,68.0,55.0,64.0,73.0,67.0,72.0,73.0,68.0,69.0,68.0,70.0,31.0,40.0,53.0,45.0,45.0,44.0,52.0
16320,Edvin Crona,1331,1,29.0,58.0,52.0,44.0,40.0,47.0,34.0,31.0,32.0,54.0,57.0,78.0,62.0,58.0,53.0,34.0,16.0,50.0,60.0,12.0,16.0
16321,Federico Vietto,1521,1,42.0,58.0,56.0,53.0,55.0,68.0,51.0,38.0,44.0,64.0,72.0,74.0,70.0,62.0,51.0,30.0,21.0,55.0,59.0,19.0,20.0
16322,Fernando Cosciuc,1269,1,28.0,25.0,62.0,33.0,24.0,29.0,28.0,31.0,27.0,37.0,57.0,49.0,37.0,52.0,27.0,54.0,57.0,27.0,39.0,61.0,57.0
16323,Gary Tello,1587,1,71.0,68.0,37.0,67.0,52.0,72.0,48.0,48.0,56.0,69.0,84.0,90.0,85.0,70.0,59.0,35.0,14.0,42.0,55.0,13.0,19.0
16324,James Pantemis,926,1,14.0,6.0,13.0,15.0,5.0,9.0,13.0,10.0,27.0,12.0,38.0,32.0,27.0,34.0,9.0,23.0,12.0,4.0,10.0,12.0,14.0
16325,Jeff-Denis Fehr,1646,0,62.0,52.0,46.0,62.0,43.0,67.0,53.0,45.0,55.0,63.0,80.0,81.0,85.0,70.0,51.0,62.0,49.0,46.0,39.0,55.0,53.0
16326,Jianrong Zhu,1595,0,46.0,58.0,73.0,53.0,58.0,54.0,55.0,33.0,55.0,51.0,66.0,66.0,64.0,65.0,53.0,53.0,30.0,59.0,53.0,30.0,31.0
16327,Jorman Aguilar,1675,0,59.0,64.0,60.0,57.0,65.0,67.0,67.0,64.0,39.0,70.0,75.0,72.0,76.0,64.0,63.0,44.0,21.0,59.0,67.0,24.0,20.0
16328,Juan Perotti,1544,0,68.0,39.0,43.0,57.0,54.0,70.0,53.0,58.0,61.0,62.0,79.0,77.0,64.31444171444171,51.0,42.0,36.0,22.0,59.0,61.0,34.0,46.0
16329,Juan Matheus Alano Nascimento,1711,1,51.26250815749402,61.0,52.0,67.0,54.0,65.0,51.0,52.0,65.0,60.21471053636711,68.0,70.0,70.0,65.0,59.0,56.73831725035238,46.793920939590016,51.943673469387754,52.0,47.97143012329585,49.0
16330,Kevin Ackermann,1516,1,38.0,36.0,43.0,60.0,39.0,56.0,46.0,38.0,53.0,58.0,62.0,66.0,68.0,59.0,43.0,68.0,48.0,46.0,42.0,54.0,46.0
16332,Leslie Sackey,1031,0,19.0,20.0,48.0,31.0,19.0,23.0,17.0,17.0,24.0,32.0,48.0,49.0,49.0,55.0,17.0,52.0,38.0,20.0,21.0,44.0,43.0
16333,Luis Perea Hernández,1668,1,49.0,55.0,68.0,71.0,32.0,66.0,38.0,41.0,66.0,71.0,50.0,59.0,52.0,63.0,61.0,62.0,62.0,59.0,45.0,68.0,54.0
16334,Luke Leahy,1763,0,64.0,52.0,55.0,58.0,55.0,57.0,64.0,58.0,61.0,60.0,66.0,69.0,65.0,83.0,55.0,65.0,55.0,57.0,55.0,58.0,57.0
16335,Marcel Seegert,1582,1,36.0,30.0,67.0,58.0,27.0,52.0,50.0,58.0,56.0,56.0,62.0,68.0,60.0,66.0,28.0,57.0,63.0,31.0,38.0,64.0,66.0
